SLEIGH
PresentSize: 10000
Score: 0
PRESENTS
id,a,b,c,locked,rotation,previousAllocation,calculatedX,calculatedY,calculatedZ
368,4,8,2,false,null,367,0,0,0
369,9,8,3,false,null,368,0,0,0
370,20,5,47,false,null,369,0,0,0
371,78,133,142,false,null,370,0,0,0
372,70,15,54,false,null,371,0,0,0
373,5,7,5,false,null,372,0,0,0
374,12,14,25,false,null,373,0,0,0
375,4,9,7,false,null,374,0,0,0
376,44,65,14,false,null,375,0,0,0
377,50,17,62,false,null,376,0,0,0
378,2,2,7,false,null,377,0,0,0
379,21,34,95,false,null,378,0,0,0
380,68,28,50,false,null,379,0,0,0
381,26,20,68,false,null,380,0,0,0
382,6,5,3,false,null,381,0,0,0
383,39,10,42,false,null,382,0,0,0
384,3,5,7,false,null,383,0,0,0
385,51,55,30,false,null,384,0,0,0
386,95,200,215,false,null,385,0,0,0
387,30,40,75,false,null,386,0,0,0
388,45,21,9,false,null,387,0,0,0
389,11,33,19,false,null,388,0,0,0
390,7,33,5,false,null,389,0,0,0
391,35,34,63,false,null,390,0,0,0
392,15,42,23,false,null,391,0,0,0
393,20,64,36,false,null,392,0,0,0
394,7,5,5,false,null,393,0,0,0
395,234,132,223,false,null,394,0,0,0
396,5,2,7,false,null,395,0,0,0
397,129,167,148,false,null,396,0,0,0
398,66,29,22,false,null,397,0,0,0
399,90,213,109,false,null,398,0,0,0
400,6,9,7,false,null,399,0,0,0
401,8,36,94,false,null,400,0,0,0
402,2,3,6,false,null,401,0,0,0
403,193,233,125,false,null,402,0,0,0
404,15,38,22,false,null,403,0,0,0
405,17,60,22,false,null,404,0,0,0
406,36,15,63,false,null,405,0,0,0
407,3,8,2,false,null,406,0,0,0
408,19,57,8,false,null,407,0,0,0
409,9,9,2,false,null,408,0,0,0
410,2,3,7,false,null,409,0,0,0
411,10,6,10,false,null,410,0,0,0
412,55,60,11,false,null,411,0,0,0
413,8,17,57,false,null,412,0,0,0
414,3,2,6,false,null,413,0,0,0
415,240,247,114,false,null,414,0,0,0
416,68,115,222,false,null,415,0,0,0
417,208,188,236,false,null,416,0,0,0
418,14,15,90,false,null,417,0,0,0
419,4,3,8,false,null,418,0,0,0
420,217,105,69,false,null,419,0,0,0
421,4,2,3,false,null,420,0,0,0
422,141,103,117,false,null,421,0,0,0
423,40,61,64,false,null,422,0,0,0
424,153,195,177,false,null,423,0,0,0
425,64,29,48,false,null,424,0,0,0
426,69,151,117,false,null,425,0,0,0
427,80,117,183,false,null,426,0,0,0
428,31,5,44,false,null,427,0,0,0
429,7,6,10,false,null,428,0,0,0
430,8,4,9,false,null,429,0,0,0
431,39,24,45,false,null,430,0,0,0
432,4,10,6,false,null,431,0,0,0
433,67,50,7,false,null,432,0,0,0
434,7,2,3,false,null,433,0,0,0
435,15,60,24,false,null,434,0,0,0
436,9,3,2,false,null,435,0,0,0
437,34,59,59,false,null,436,0,0,0
438,27,33,4,false,null,437,0,0,0
439,163,250,151,false,null,438,0,0,0
440,8,15,42,false,null,439,0,0,0
441,31,27,42,false,null,440,0,0,0
442,3,5,9,false,null,441,0,0,0
443,162,163,194,false,null,442,0,0,0
444,28,64,37,false,null,443,0,0,0
445,8,27,62,false,null,444,0,0,0
446,4,2,10,false,null,445,0,0,0
447,6,10,6,false,null,446,0,0,0
448,4,10,2,false,null,447,0,0,0
449,248,225,95,false,null,448,0,0,0
450,7,8,10,false,null,449,0,0,0
451,11,26,41,false,null,450,0,0,0
452,15,10,5,false,null,451,0,0,0
453,54,11,38,false,null,452,0,0,0
454,32,47,53,false,null,453,0,0,0
455,28,28,47,false,null,454,0,0,0
456,8,57,55,false,null,455,0,0,0
457,22,24,14,false,null,456,0,0,0
458,41,26,46,false,null,457,0,0,0
459,19,17,12,false,null,458,0,0,0
460,54,32,45,false,null,459,0,0,0
461,35,6,50,false,null,460,0,0,0
462,176,243,177,false,null,461,0,0,0
463,7,10,5,false,null,462,0,0,0
464,39,35,77,false,null,463,0,0,0
465,30,34,57,false,null,464,0,0,0
466,2,8,9,false,null,465,0,0,0
467,7,7,7,false,null,466,0,0,0
468,9,5,7,false,null,467,0,0,0
469,98,151,91,false,null,468,0,0,0
470,247,69,159,false,null,469,0,0,0
471,42,19,73,false,null,470,0,0,0
472,3,4,2,false,null,471,0,0,0
473,5,7,7,false,null,472,0,0,0
474,70,38,45,false,null,473,0,0,0
475,4,7,6,false,null,474,0,0,0
476,36,31,13,false,null,475,0,0,0
477,2,4,4,false,null,476,0,0,0
478,38,10,40,false,null,477,0,0,0
479,192,219,124,false,null,478,0,0,0
480,59,66,30,false,null,479,0,0,0
481,204,154,155,false,null,480,0,0,0
482,34,19,7,false,null,481,0,0,0
483,205,188,217,false,null,482,0,0,0
484,45,35,70,false,null,483,0,0,0
485,35,44,91,false,null,484,0,0,0
486,114,129,183,false,null,485,0,0,0
487,4,6,10,false,null,486,0,0,0
488,9,9,4,false,null,487,0,0,0
489,2,7,7,false,null,488,0,0,0
490,14,23,49,false,null,489,0,0,0
491,10,6,10,false,null,490,0,0,0
492,44,26,66,false,null,491,0,0,0
493,109,133,207,false,null,492,0,0,0
494,38,67,65,false,null,493,0,0,0
495,10,4,2,false,null,494,0,0,0
496,18,29,49,false,null,495,0,0,0
497,247,90,197,false,null,496,0,0,0
498,65,17,47,false,null,497,0,0,0
499,23,31,42,false,null,498,0,0,0
500,2,4,3,false,null,499,0,0,0
501,27,26,24,false,null,500,0,0,0
502,19,7,63,false,null,501,0,0,0
503,224,117,79,false,null,502,0,0,0
504,5,9,8,false,null,503,0,0,0
505,47,53,22,false,null,504,0,0,0
506,25,21,34,false,null,505,0,0,0
507,16,40,13,false,null,506,0,0,0
508,2,5,8,false,null,507,0,0,0
509,200,234,210,false,null,508,0,0,0
510,85,111,145,false,null,509,0,0,0
511,34,70,55,false,null,510,0,0,0
512,41,5,97,false,null,511,0,0,0
513,19,17,49,false,null,512,0,0,0
514,12,43,68,false,null,513,0,0,0
515,244,98,90,false,null,514,0,0,0
516,36,32,29,false,null,515,0,0,0
517,7,23,42,false,null,516,0,0,0
518,235,174,83,false,null,517,0,0,0
519,2,2,6,false,null,518,0,0,0
520,41,10,57,false,null,519,0,0,0
521,17,20,58,false,null,520,0,0,0
522,124,74,132,false,null,521,0,0,0
523,38,24,22,false,null,522,0,0,0
524,246,152,149,false,null,523,0,0,0
525,12,43,28,false,null,524,0,0,0
526,7,10,2,false,null,525,0,0,0
527,31,37,49,false,null,526,0,0,0
528,2,7,5,false,null,527,0,0,0
529,185,195,171,false,null,528,0,0,0
530,44,24,9,false,null,529,0,0,0
531,8,3,8,false,null,530,0,0,0
532,8,17,55,false,null,531,0,0,0
533,9,3,3,false,null,532,0,0,0
534,174,101,141,false,null,533,0,0,0
535,5,4,7,false,null,534,0,0,0
536,225,187,93,false,null,535,0,0,0
537,60,13,55,false,null,536,0,0,0
538,4,7,8,false,null,537,0,0,0
539,62,15,29,false,null,538,0,0,0
540,30,18,52,false,null,539,0,0,0
541,8,10,10,false,null,540,0,0,0
542,10,5,9,false,null,541,0,0,0
543,6,6,8,false,null,542,0,0,0
544,34,38,49,false,null,543,0,0,0
545,29,17,33,false,null,544,0,0,0
546,198,155,114,false,null,545,0,0,0
547,9,2,10,false,null,546,0,0,0
548,124,200,69,false,null,547,0,0,0
549,8,53,31,false,null,548,0,0,0
550,235,148,193,false,null,549,0,0,0
551,132,200,80,false,null,550,0,0,0
552,32,16,99,false,null,551,0,0,0
553,52,23,65,false,null,552,0,0,0
554,52,61,40,false,null,553,0,0,0
555,4,5,9,false,null,554,0,0,0
556,79,166,109,false,null,555,0,0,0
557,7,5,8,false,null,556,0,0,0
558,3,4,5,false,null,557,0,0,0
559,3,7,8,false,null,558,0,0,0
560,37,15,21,false,null,559,0,0,0
561,33,7,20,false,null,560,0,0,0
562,118,93,133,false,null,561,0,0,0
563,31,19,11,false,null,562,0,0,0
564,226,193,145,false,null,563,0,0,0
565,118,220,167,false,null,564,0,0,0
566,9,51,9,false,null,565,0,0,0
567,5,23,50,false,null,566,0,0,0
568,120,130,250,false,null,567,0,0,0
569,203,214,214,false,null,568,0,0,0
570,173,66,127,false,null,569,0,0,0
571,36,27,13,false,null,570,0,0,0
572,32,18,45,false,null,571,0,0,0
573,13,11,46,false,null,572,0,0,0
574,6,3,7,false,null,573,0,0,0
575,2,9,3,false,null,574,0,0,0
576,74,216,125,false,null,575,0,0,0
577,5,5,9,false,null,576,0,0,0
578,34,25,94,false,null,577,0,0,0
579,2,4,2,false,null,578,0,0,0
580,10,26,11,false,null,579,0,0,0
581,36,18,60,false,null,580,0,0,0
582,104,129,246,false,null,581,0,0,0
583,146,105,114,false,null,582,0,0,0
584,109,140,127,false,null,583,0,0,0
585,6,7,8,false,null,584,0,0,0
586,29,63,12,false,null,585,0,0,0
587,198,174,156,false,null,586,0,0,0
588,2,4,2,false,null,587,0,0,0
589,225,242,180,false,null,588,0,0,0
590,47,27,62,false,null,589,0,0,0
591,30,56,21,false,null,590,0,0,0
592,13,27,54,false,null,591,0,0,0
593,45,11,81,false,null,592,0,0,0
594,67,57,40,false,null,593,0,0,0
595,4,7,2,false,null,594,0,0,0
596,38,29,88,false,null,595,0,0,0
597,23,15,18,false,null,596,0,0,0
598,183,195,171,false,null,597,0,0,0
599,241,108,102,false,null,598,0,0,0
600,38,35,76,false,null,599,0,0,0
601,56,18,32,false,null,600,0,0,0
602,40,36,28,false,null,601,0,0,0
603,97,134,217,false,null,602,0,0,0
604,7,10,2,false,null,603,0,0,0
605,10,8,5,false,null,604,0,0,0
606,21,37,47,false,null,605,0,0,0
607,179,124,223,false,null,606,0,0,0
608,4,4,8,false,null,607,0,0,0
609,33,23,6,false,null,608,0,0,0
610,2,8,2,false,null,609,0,0,0
611,22,25,70,false,null,610,0,0,0
612,9,39,27,false,null,611,0,0,0
613,28,7,30,false,null,612,0,0,0
614,81,191,169,false,null,613,0,0,0
615,36,19,21,false,null,614,0,0,0
616,171,160,203,false,null,615,0,0,0
617,93,175,244,false,null,616,0,0,0
618,8,7,2,false,null,617,0,0,0
619,21,18,89,false,null,618,0,0,0
620,8,8,6,false,null,619,0,0,0
621,54,35,26,false,null,620,0,0,0
622,5,20,47,false,null,621,0,0,0
623,9,2,8,false,null,622,0,0,0
624,72,100,236,false,null,623,0,0,0
625,5,33,11,false,null,624,0,0,0
626,22,34,59,false,null,625,0,0,0
627,10,16,77,false,null,626,0,0,0
628,123,109,115,false,null,627,0,0,0
629,9,27,24,false,null,628,0,0,0
630,14,42,100,false,null,629,0,0,0
631,9,6,5,false,null,630,0,0,0
632,204,217,112,false,null,631,0,0,0
633,38,13,11,false,null,632,0,0,0
634,10,17,17,false,null,633,0,0,0
635,14,18,9,false,null,634,0,0,0
636,5,33,75,false,null,635,0,0,0
637,31,58,7,false,null,636,0,0,0
638,5,5,6,false,null,637,0,0,0
639,36,23,38,false,null,638,0,0,0
640,34,13,3,false,null,639,0,0,0
641,222,192,119,false,null,640,0,0,0
642,4,6,5,false,null,641,0,0,0
643,8,5,8,false,null,642,0,0,0
644,162,140,228,false,null,643,0,0,0
645,140,185,165,false,null,644,0,0,0
646,59,59,25,false,null,645,0,0,0
647,35,62,34,false,null,646,0,0,0
648,4,7,7,false,null,647,0,0,0
649,28,20,7,false,null,648,0,0,0
650,32,8,8,false,null,649,0,0,0
651,10,53,68,false,null,650,0,0,0
652,213,208,151,false,null,651,0,0,0
653,5,7,8,false,null,652,0,0,0
654,41,24,55,false,null,653,0,0,0
655,17,40,21,false,null,654,0,0,0
656,4,4,5,false,null,655,0,0,0
657,3,6,4,false,null,656,0,0,0
658,91,134,74,false,null,657,0,0,0
659,9,18,70,false,null,658,0,0,0
660,9,7,3,false,null,659,0,0,0
661,26,32,28,false,null,660,0,0,0
662,235,66,110,false,null,661,0,0,0
663,211,154,65,false,null,662,0,0,0
664,5,7,10,false,null,663,0,0,0
665,154,140,242,false,null,664,0,0,0
666,32,17,50,false,null,665,0,0,0
667,24,19,6,false,null,666,0,0,0
668,3,8,8,false,null,667,0,0,0
669,79,141,196,false,null,668,0,0,0
670,204,205,94,false,null,669,0,0,0
671,8,2,4,false,null,670,0,0,0
672,3,5,8,false,null,671,0,0,0
673,32,45,16,false,null,672,0,0,0
674,2,3,10,false,null,673,0,0,0
675,35,28,53,false,null,674,0,0,0
676,9,9,7,false,null,675,0,0,0
677,11,41,94,false,null,676,0,0,0
678,37,30,17,false,null,677,0,0,0
679,200,99,159,false,null,678,0,0,0
680,4,7,2,false,null,679,0,0,0
681,7,8,2,false,null,680,0,0,0
682,207,248,142,false,null,681,0,0,0
683,130,130,75,false,null,682,0,0,0
684,6,27,65,false,null,683,0,0,0
685,16,16,17,false,null,684,0,0,0
686,3,9,6,false,null,685,0,0,0
687,10,8,9,false,null,686,0,0,0
688,3,3,8,false,null,687,0,0,0
689,10,20,46,false,null,688,0,0,0
690,130,136,240,false,null,689,0,0,0
691,3,6,4,false,null,690,0,0,0
692,116,117,183,false,null,691,0,0,0
